sequence_id,order_id,order_type,item_id,item_quantity,order_arrival
253,31,1,1,6,1200
254,32,1,39,9,1260
255,32,1,10,6,1260
256,32,1,60,5,1260
257,33,1,6,8,1260
258,33,1,30,5,1260
259,33,1,15,2,1260
260,33,1,440,9,1260
261,34,1,7,6,1260
262,34,1,352,8,1260
263,34,1,64,7,1260
264,34,1,6,6,1260
265,34,1,10,3,1260
266,34,1,73,4,1260
267,34,1,181,5,1260
268,34,1,4,5,1260
269,34,1,46,5,1260
270,35,1,104,10,1260
271,35,1,14,11,1260
272,35,1,19,8,1260
273,35,1,24,9,1260
274,35,1,17,6,1260
275,36,1,193,8,1440
276,36,1,4,10,1440
277,37,1,9,7,1500
278,37,1,64,4,1500
279,37,1,362,2,1500
280,37,1,0,9,1500
281,38,1,39,2,1560
282,38,1,31,9,1560
283,38,1,4,8,1560
284,38,1,20,8,1560
285,38,1,124,8,1560
286,38,1,352,6,1560
287,38,1,28,7,1560
288,38,1,0,7,1560
289,38,1,13,3,1560
290,39,1,37,8,1560
291,40,1,46,6,1620
292,41,1,3,4,1620
293,42,1,129,6,1740
294,42,1,8,10,1740
295,43,1,8,8,1740
296,43,1,2,5,1740
297,44,1,0,10,1920
298,45,1,8,7,1920
299,45,1,123,5,1920
300,45,1,133,9,1920
301,45,1,98,4,1920
302,45,1,83,5,1920
303,45,1,1,3,1920
304,45,1,34,4,1920
305,45,1,151,5,1920
306,45,1,43,9,1920
307,45,1,20,5,1920
308,45,1,49,2,1920
309,46,1,7,8,1980
310,46,1,353,9,1980
311,46,1,300,6,1980
312,47,1,193,7,2040
313,47,1,41,6,2040
314,47,1,312,8,2040
315,47,1,7,10,2040
316,47,1,25,10,2040
317,47,1,280,7,2040
318,47,1,148,6,2040
319,47,1,38,2,2040
320,47,1,1,8,2040
321,47,1,13,8,2040
322,48,1,4,3,2160
323,49,1,14,11,2280
324,49,1,103,6,2280
325,49,1,17,4,2280
326,50,1,203,8,2400
327,50,1,12,4,2400
328,50,1,113,7,2400
329,50,1,13,9,2400
330,50,1,110,2,2400
331,51,1,31,10,2400
332,51,1,122,6,2400
333,51,1,98,4,2400
334,51,1,44,4,2400
335,51,1,149,2,2400
336,51,1,55,4,2400
337,51,1,6,11,2400
338,52,1,11,10,2520
339,52,1,44,7,2520
340,52,1,1,3,2520
341,52,1,40,5,2520
342,52,1,8,6,2520
343,52,1,122,4,2520
344,53,1,16,10,2700
345,54,1,32,9,2760
346,54,1,367,8,2760
347,55,1,110,7,2880
348,55,1,17,8,2880
349,55,1,5,10,2880
350,55,1,231,11,2880
351,56,1,27,10,2880
352,56,1,31,11,2880
353,56,1,36,2,2880
354,57,1,0,3,2940
355,57,1,192,4,2940
356,57,1,29,2,2940
357,58,1,41,4,2940
358,58,1,163,4,2940
359,58,1,30,8,2940
360,58,1,232,6,2940
361,58,1,369,5,2940
362,58,1,23,8,2940
363,59,1,107,4,3000
364,59,1,50,2,3000
365,59,1,22,6,3000
366,59,1,167,5,3000
367,59,1,187,1,3000
368,60,1,109,3,3060
369,60,1,31,6,3060
370,61,1,60,2,3060
371,61,1,123,8,3060
372,61,1,9,8,3060
373,61,1,3,9,3060
374,62,1,348,4,3180
375,63,1,8,8,3180
376,63,1,1,6,3180
377,64,1,35,4,3240
378,64,1,14,10,3240
379,65,1,9,4,3240
380,65,1,44,3,3240
381,65,1,86,3,3240
382,66,1,25,10,3240
383,67,1,89,8,3300
384,67,1,13,12,3300
385,67,1,62,6,3300
386,68,1,347,5,3360
387,68,1,0,8,3360
388,68,1,18,4,3360
389,68,1,282,10,3360
390,69,1,10,10,3360
391,69,1,72,7,3360
392,69,1,19,8,3360
393,69,1,202,6,3360
394,69,1,45,10,3360
395,69,1,138,10,3360
396,69,1,5,10,3360
397,69,1,0,8,3360
398,70,1,42,9,3360
399,71,1,1,4,3360
400,71,1,64,3,3360
401,71,1,280,7,3360
402,72,1,4,7,3420
403,72,1,3,2,3420
404,72,1,1,4,3420
405,72,1,59,8,3420
406,72,1,11,5,3420
407,72,1,28,9,3420
408,72,1,48,8,3420
409,72,1,38,7,3420
410,73,1,81,6,3420
411,73,1,380,2,3420
412,73,1,69,5,3420
413,73,1,88,4,3420
414,74,1,5,8,3420
415,74,1,11,8,3420
416,74,1,17,5,3420
417,75,1,180,12,3420
418,75,1,5,8,3420
419,76,1,46,5,3420
420,76,1,3,4,3420
421,76,1,142,8,3420
422,77,1,1,8,3480
423,77,1,65,7,3480
424,77,1,44,4,3480
425,77,1,54,5,3480
426,77,1,175,5,3480
427,77,1,4,9,3480
428,78,1,22,2,3480
429,78,1,48,4,3480
430,78,1,295,3,3480
431,78,1,191,6,3480
432,78,1,7,9,3480
433,78,1,39,3,3480
434,78,1,9,8,3480
435,79,1,15,10,3540
436,79,1,287,6,3540
437,80,1,115,6,3660
438,80,1,111,5,3660
439,80,1,1,4,3660
440,81,1,15,6,3600
441,81,1,108,8,3600
442,81,1,16,8,3600
443,81,1,17,1,3600
444,82,1,49,3,3600
445,82,1,85,8,3600
446,82,1,23,9,3600
447,82,1,30,6,3600
448,83,1,23,6,3720
449,84,1,25,3,3720
450,85,1,15,5,3780
451,85,1,453,3,3780
452,86,1,44,4,3780
453,86,1,1,2,3780
454,86,1,23,8,3780
455,86,1,407,6,3780
456,86,1,326,4,3780
457,86,1,7,8,3780
458,86,1,157,6,3780
459,86,1,3,2,3780
460,86,1,29,11,3780
461,86,1,12,10,3780
462,86,1,267,6,3780
463,86,1,30,5,3780
464,87,1,17,8,3840
465,87,1,225,6,3840
466,87,1,227,4,3840
467,87,1,141,6,3840
468,87,1,33,12,3840
469,87,1,0,9,3840
470,87,1,140,7,3840
471,87,1,92,8,3840
472,87,1,19,2,3840
473,87,1,5,8,3840
474,88,1,33,6,3840
475,89,1,5,4,3900
476,89,1,126,10,3900
477,89,1,11,4,3900
478,89,1,20,4,3900
479,90,1,379,4,3960
480,91,1,29,8,3960
481,91,1,33,6,3960
482,92,1,72,1,3960
483,92,1,30,2,3960
484,93,1,9,6,4020
485,93,1,77,4,4020
486,93,1,72,5,4020
487,94,1,197,8,4020
488,94,1,1,6,4020
489,95,1,188,11,4140
490,95,1,23,8,4140
491,95,1,60,2,4140
492,95,1,134,9,4140
493,96,1,69,10,4140
494,97,1,102,8,4200
495,97,1,101,10,4200
496,97,1,14,6,4200
497,97,1,27,3,4200
498,97,1,324,4,4200
499,97,1,5,10,4200
500,97,1,9,12,4200
501,97,1,18,9,4200
502,98,1,25,4,4200
503,98,1,58,11,4200
504,98,1,22,6,4200
505,98,1,36,8,4200
506,98,1,11,5,4200
507,98,1,321,2,4200
508,99,1,188,6,4380
509,99,1,1,5,4380
510,99,1,3,8,4380
511,100,1,18,10,4440
512,100,1,99,8,4440
513,101,1,48,6,4500
514,101,1,91,8,4500
515,101,1,12,12,4500
516,102,1,155,4,4500
517,102,1,66,7,4500
518,102,1,28,8,4500
519,102,1,100,12,4500
520,102,1,0,8,4500
521,102,1,56,12,4500
522,102,1,140,3,4500
523,103,1,197,5,4500
524,103,1,10,7,4500
525,104,1,9,6,4500
526,105,1,180,8,4560
527,105,1,130,12,4560
528,105,1,2,1,4560
529,105,1,151,8,4560
530,105,1,6,6,4560
531,106,1,324,2,4560
532,106,1,1,2,4560
533,106,1,334,5,4560
534,106,1,31,7,4560
535,106,1,10,4,4560
536,106,1,3,10,4560
537,106,1,14,8,4560
538,106,1,100,5,4560
539,106,1,95,4,4560
540,106,1,141,5,4560
541,107,1,15,2,4620
542,107,1,21,4,4620
543,107,1,25,8,4620
544,107,1,141,4,4620
545,107,1,24,8,4620
546,107,1,8,12,4620
547,107,1,1,5,4620
548,107,1,164,9,4620
549,108,1,70,3,4680
550,108,1,187,4,4680
551,108,1,110,12,4680
552,109,1,186,2,4680
553,109,1,3,9,4680
554,109,1,61,9,4680
555,109,1,8,7,4680
556,109,1,77,4,4680
557,109,1,12,5,4680
558,110,1,33,11,4740
559,110,1,72,3,4740
560,110,1,1,2,4740
561,110,1,154,2,4740
562,110,1,9,11,4740
563,110,1,16,6,4740
564,110,1,26,7,4740
565,110,1,28,5,4740
566,111,1,8,10,4740
567,111,1,11,8,4740
568,111,1,7,11,4740
569,112,1,34,4,4800
570,112,1,11,3,4800
571,113,1,362,7,4800
572,114,1,40,10,4860
573,114,1,92,11,4860
574,114,1,11,8,4860
575,114,1,21,11,4860
576,114,1,26,3,4860
577,114,1,36,4,4860
578,114,1,14,6,4860
579,114,1,79,5,4860
580,114,1,5,8,4860
581,114,1,138,8,4860
582,115,1,11,4,4860
583,115,1,7,10,4860
584,116,1,19,6,4860
585,117,1,0,6,4920
586,117,1,158,6,4920
587,117,1,1,6,4920
588,117,1,87,3,4920
589,117,1,115,6,4920
590,117,1,10,11,4920
591,117,1,69,4,4920
592,117,1,44,7,4920
593,117,1,26,6,4920
594,117,1,262,6,4920
595,117,1,173,10,4920
596,118,1,12,5,4980
597,118,1,62,10,4980
598,118,1,175,10,4980
599,118,1,0,4,4980
600,118,1,369,8,4980
601,118,1,145,4,4980
602,118,1,23,5,4980
603,119,1,11,8,4980
604,119,1,425,11,4980
605,120,1,498,5,5040
606,120,1,130,7,5040
607,120,1,30,2,5040
608,121,1,19,8,5100
609,121,1,46,8,5100
610,122,1,14,7,5160
611,122,1,36,12,5160
612,123,1,9,8,5220
613,124,1,2,8,5220
614,124,1,32,9,5220
615,125,1,1,5,5280
616,125,1,292,4,5280
617,126,1,40,8,5340
618,127,1,152,5,5340
619,127,1,96,11,5340
620,128,1,18,2,5340
621,129,1,0,10,5400
622,129,1,30,9,5400
623,129,1,7,7,5400
624,129,1,34,6,5400
625,129,1,45,3,5400
626,129,1,5,1,5400
627,130,1,9,6,5400
628,130,1,50,12,5400
629,131,1,3,8,5400
630,132,1,0,8,5460
631,132,1,26,11,5460
632,133,1,11,9,5520
633,134,1,10,8,5520
634,134,1,1,3,5520
635,134,1,37,6,5520
636,134,1,22,10,5520
637,134,1,96,10,5520
638,135,1,8,3,5640
639,136,1,336,8,5640
640,137,1,134,5,5640
641,137,1,16,6,5640
642,137,1,22,4,5640
643,138,1,155,2,5640
644,138,1,289,8,5640
645,139,1,11,10,5640
646,139,1,21,4,5640
647,140,1,156,8,5640
648,140,1,236,10,5640
649,140,1,151,4,5640
650,140,1,24,8,5640
651,140,1,44,10,5640
652,141,1,180,7,5700
653,141,1,30,1,5700
654,142,1,107,6,5760
655,143,1,0,8,5820
656,143,1,3,9,5820
657,143,1,12,2,5820
658,143,1,364,9,5820
659,143,1,36,12,5820
660,144,1,0,6,5820
661,145,1,34,10,5880
662,145,1,28,12,5880
663,145,1,41,6,5880
664,145,1,39,4,5880
665,145,1,95,6,5880
666,146,1,1,6,5880
667,147,1,20,1,5880
668,147,1,1,12,5880
669,148,1,155,4,5940
670,148,1,50,6,5940
671,148,1,86,7,5940
672,149,1,28,6,5940
673,149,1,3,6,5940
674,149,1,32,11,5940
675,149,1,5,3,5940
676,149,1,31,11,5940
677,149,1,30,11,5940
678,150,1,22,3,5940
679,150,1,50,6,5940
680,150,1,36,8,5940
681,150,1,73,10,5940
682,150,1,44,10,5940
683,150,1,39,5,5940
684,150,1,47,4,5940
685,150,1,37,3,5940
686,150,1,24,8,5940
687,151,1,0,9,6000
688,152,1,34,4,6000
689,152,1,45,8,6000
690,152,1,323,3,6000
691,152,1,26,6,6000
692,153,1,49,5,6000
693,153,1,18,11,6000
694,153,1,40,1,6000
695,153,1,60,8,6000
696,153,1,2,6,6000
697,154,1,26,2,6060
698,154,1,53,4,6060
699,154,1,86,2,6060
700,154,1,11,10,6060
701,155,1,124,10,6120
702,156,1,4,6,6120
703,156,1,139,6,6120
704,156,1,46,3,6120
705,156,1,28,8,6120
706,156,1,8,4,6120
707,157,1,135,6,6120
708,157,1,26,12,6120
709,157,1,7,8,6120
710,157,1,217,8,6120
711,157,1,105,6,6120
712,157,1,76,4,6120
713,157,1,34,6,6120
714,157,1,431,9,6120
715,157,1,41,7,6120
716,157,1,0,10,6120
717,157,1,11,6,6120
718,157,1,44,10,6120
719,157,1,483,2,6120
720,157,1,2,7,6120
721,157,1,448,8,6120
722,158,1,23,8,6180
723,158,1,86,9,6180
724,158,1,2,8,6180
725,158,1,39,8,6180
726,158,1,25,4,6180
727,158,1,106,7,6180
728,159,1,48,2,6180
729,159,1,11,12,6180
730,159,1,14,3,6180
731,160,1,17,4,6180
732,160,1,30,2,6180
733,161,1,3,5,6180
734,161,1,77,3,6180
735,161,1,19,3,6180
736,162,1,4,5,6240
737,163,1,21,4,6240
738,163,1,176,10,6240
739,163,1,29,8,6240
740,164,1,188,9,6300
741,164,1,30,8,6300
742,165,1,8,10,6300
743,166,1,10,3,6360
744,167,1,346,4,6360
745,167,1,57,6,6360
746,167,1,31,1,6360
747,168,1,476,4,6360
748,168,1,18,9,6360
749,168,1,34,3,6360
750,168,1,0,10,6360
751,168,1,4,8,6360
752,168,1,186,8,6360
753,168,1,3,6,6360
754,168,1,2,5,6360
755,169,1,49,6,6420
756,169,1,0,8,6420
757,169,1,6,8,6420
758,169,1,181,12,6420
759,169,1,34,6,6420
760,169,1,37,10,6420
761,169,1,199,4,6420
762,169,1,376,12,6420
763,169,1,7,4,6420
764,169,1,15,9,6420
765,169,1,32,1,6420
766,169,1,24,6,6420
767,170,1,18,6,6420
768,170,1,25,5,6420
769,171,1,18,4,6420
770,171,1,14,11,6420
771,172,1,372,6,6480
772,172,1,291,8,6480
773,172,1,191,3,6480
774,172,1,9,4,6480
775,172,1,48,4,6480
776,172,1,153,3,6480
777,173,1,179,3,6540
778,173,1,53,6,6540
779,174,1,31,7,6720
780,174,1,124,2,6720
781,174,1,11,4,6720
782,174,1,45,9,6720
783,175,1,62,5,6780
784,175,1,32,3,6780
785,175,1,9,7,6780
786,176,1,328,5,6780
787,176,1,5,6,6780
788,176,1,73,8,6780
789,176,1,112,3,6780
790,176,1,45,6,6780
791,176,1,0,9,6780
792,176,1,4,4,6780
793,177,1,0,4,6780
794,177,1,1,7,6780
795,178,1,143,4,6840
796,178,1,36,5,6840
797,179,1,376,6,6900
798,179,1,83,4,6900
799,180,1,2,6,6960
800,180,1,340,8,6960
801,180,1,55,11,6960
802,180,1,7,5,6960
803,181,1,108,12,6960
804,181,1,2,1,6960
805,181,1,10,5,6960
806,181,1,354,4,6960
807,182,1,15,4,6960
808,182,1,4,3,6960
809,182,1,272,8,6960
810,182,1,140,12,6960
811,182,1,9,4,6960
812,182,1,38,8,6960
813,182,1,157,8,6960
814,183,1,494,9,7020
815,183,1,371,5,7020
816,183,1,117,7,7020
817,183,1,20,6,7020
818,183,1,46,10,7020
819,183,1,44,5,7020
820,183,1,272,10,7020
821,183,1,14,7,7020
822,183,1,184,1,7020
823,183,1,33,8,7020
824,183,1,8,9,7020
825,183,1,29,10,7020
826,183,1,42,8,7020
827,183,1,6,6,7020
828,184,1,9,11,7020
829,184,1,38,10,7020
830,185,1,96,8,7080
831,185,1,215,2,7080
832,185,1,230,9,7080
833,185,1,18,12,7080
834,186,1,36,4,7140
835,186,1,170,5,7140
836,187,1,12,10,7140
837,187,1,89,8,7140
838,188,1,38,4,7260
839,188,1,4,11,7260
840,189,1,35,9,7320
841,190,1,29,6,7320
842,191,1,39,4,7380
843,192,1,44,9,7380
844,192,1,88,6,7380
845,192,1,7,12,7380
846,192,1,11,6,7380
847,192,1,307,4,7380
848,192,1,25,9,7380
849,192,1,0,8,7380
850,192,1,86,9,7380
851,192,1,168,6,7380
852,192,1,39,8,7380
853,193,1,15,8,7380
854,194,1,298,6,7440
855,194,1,41,12,7440
856,194,1,4,4,7440
857,194,1,34,3,7440
858,194,1,13,5,7440
859,194,1,118,6,7440
860,194,1,48,2,7440
861,195,1,33,8,7440
862,195,1,93,6,7440
863,195,1,46,2,7440
864,196,1,35,1,7440
865,196,1,46,8,7440
866,196,1,80,8,7440
867,196,1,14,7,7440
868,196,1,237,2,7440
869,196,1,3,12,7440
870,196,1,19,10,7440
871,196,1,28,6,7440
872,196,1,26,8,7440
873,196,1,107,6,7440
874,196,1,7,8,7440
875,196,1,79,1,7440
876,197,1,27,6,7500
877,197,1,311,10,7500
878,197,1,69,7,7500
879,198,1,434,6,7500
880,198,1,147,11,7500
881,198,1,36,8,7500
882,199,1,30,10,7500
883,199,1,34,7,7500
884,199,1,28,1,7500
885,199,1,433,6,7500
886,199,1,4,8,7500
887,200,1,398,10,7560
888,200,1,112,10,7560
889,201,1,5,7,7560
890,201,1,133,5,7560
891,201,1,20,9,7560
892,201,1,48,11,7560
893,201,1,15,8,7560
894,201,1,25,8,7560
895,201,1,11,4,7560
896,201,1,47,10,7560
897,202,1,63,10,7560
898,202,1,14,4,7560
899,202,1,4,12,7560
900,202,1,7,6,7560
901,202,1,42,6,7560
902,202,1,37,11,7560
903,202,1,65,9,7560
904,203,1,1,6,7620
905,204,1,304,8,7620
906,204,1,99,11,7620
907,204,1,27,1,7620
908,204,1,135,3,7620
909,204,1,13,8,7620
910,204,1,141,7,7620
911,204,1,10,4,7620
912,204,1,42,7,7620
913,204,1,1,5,7620
914,204,1,26,6,7620
915,204,1,172,8,7620
916,205,1,140,6,7620
917,206,1,40,9,7680
918,206,1,5,5,7680
919,206,1,1,11,7680
920,207,1,18,10,7680
921,207,1,0,7,7680
922,207,1,1,4,7680
923,207,1,171,7,7680
924,208,1,14,6,7680
925,208,1,32,4,7680
926,209,1,53,10,7800
927,210,1,10,6,7800
928,210,1,44,10,7800
929,210,1,24,3,7800
930,210,1,22,9,7800
931,211,1,236,7,7860
932,211,1,67,6,7860
933,211,1,59,6,7860
934,211,1,131,6,7860
935,212,1,103,4,7860
936,212,1,122,7,7860
937,212,1,16,7,7860
938,212,1,1,7,7860
939,213,1,119,2,7860
940,213,1,41,8,7860
941,213,1,76,4,7860
942,213,1,226,11,7860
943,213,1,38,4,7860
944,213,1,1,7,7860
945,213,1,154,5,7860
946,214,1,0,10,7920
947,214,1,2,2,7920
948,214,1,20,8,7920
949,215,1,54,7,7920
950,215,1,7,2,7920
951,215,1,24,3,7920
952,216,1,352,6,7920
953,216,1,259,4,7920
954,216,1,9,5,7920
955,216,1,46,1,7920
956,216,1,35,6,7920
957,216,1,7,8,7920
958,217,1,44,6,7920
959,217,1,6,7,7920
960,217,1,97,6,7920
961,217,1,181,4,7920
962,218,1,338,8,7920
963,218,1,55,10,7920
964,218,1,15,8,7920
965,219,1,174,6,7980
966,219,1,495,8,7980
967,220,1,63,6,8040
968,220,1,7,1,8040
969,220,1,197,10,8040
970,220,1,61,9,8040
971,220,1,43,4,8040
972,221,1,103,6,8040
973,221,1,151,8,8040
974,222,1,53,10,8160
975,222,1,46,8,8160
976,222,1,3,10,8160
977,222,1,25,6,8160
978,222,1,44,8,8160
979,222,1,26,8,8160
980,222,1,31,5,8160
981,223,1,225,4,8160
982,224,1,32,8,8220
983,225,1,11,12,8280
984,225,1,9,7,8280
985,226,1,135,7,8280
986,226,1,31,6,8280
987,227,1,1,4,8280
988,227,1,2,4,8280
989,228,1,123,9,8280
990,228,1,15,6,8280
991,229,1,43,6,8340
992,229,1,118,6,8340
993,229,1,31,2,8340
994,229,1,128,6,8340
995,229,1,32,2,8340
996,230,1,16,9,8340
997,231,1,35,9,8400
998,232,1,417,9,8400
999,233,1,193,10,8400
1000,234,1,3,8,8520
1001,234,1,147,8,8520
1002,234,1,48,6,8520
1003,234,1,33,10,8520
1004,234,1,406,4,8520
1005,234,1,47,12,8520
1006,234,1,36,2,8520
1007,234,1,467,8,8520
1008,234,1,225,10,8520
1009,235,1,106,4,8520
1010,235,1,36,6,8520
1011,235,1,181,8,8520
1012,235,1,429,4,8520
1013,235,1,18,8,8520
1014,235,1,193,6,8520
1015,235,1,169,9,8520
1016,235,1,14,10,8520
1017,235,1,2,10,8520
1018,235,1,4,8,8520
1019,235,1,42,5,8520
1020,235,1,129,8,8520
1021,235,1,58,10,8520
1022,236,1,7,2,8520
1023,237,1,2,4,8520
1024,238,1,6,8,8520
1025,238,1,12,7,8520
1026,238,1,0,6,8520
1027,239,1,193,6,8520
1028,239,1,1,6,8520
1029,239,1,37,6,8520
1030,239,1,185,11,8520
1031,240,1,67,5,8520
1032,240,1,0,10,8520
1033,240,1,25,2,8520
1034,241,1,78,7,8580
1035,241,1,26,6,8580
1036,242,1,12,10,8580
1037,242,1,60,8,8580
1038,242,1,15,12,8580
1039,242,1,30,4,8580
1040,243,1,110,3,8640
1041,243,1,37,6,8640
1042,243,1,36,11,8640
1043,243,1,70,11,8640
1044,244,1,13,9,8640
1045,245,1,9,2,8700
1046,245,1,25,2,8700
1047,246,1,22,9,8760
1048,246,1,317,8,8760
1049,246,1,0,4,8760
1050,246,1,24,2,8760
1051,246,1,15,5,8760
1052,246,1,122,6,8760
1053,246,1,20,6,8760
1054,246,1,19,10,8760
1055,246,1,29,1,8760
1056,246,1,8,4,8760
1057,247,1,261,10,8760
1058,247,1,369,9,8760
1059,247,1,496,8,8760
1060,247,1,15,10,8760
1061,247,1,9,7,8760
1062,247,1,14,6,8760
1063,248,1,179,5,8880
1064,248,1,66,2,8880
1065,249,1,11,8,8880
1066,249,1,36,12,8880
1067,249,1,10,12,8880
1068,249,1,62,6,8880
1069,249,1,49,10,8880
1070,249,1,21,12,8880
1071,249,1,4,10,8880
1072,250,1,16,6,8940
