order_id,order_dum,order_type,item,qty,facing,due_date,station,pod_id,status,finish_time,date,time_gen
104,32,1,10,6,-1,99999,-1,-1,-3,-1,1,1260
105,32,1,60,5,-1,99999,-1,-1,-3,-1,1,1260
106,33,1,6,8,-1,99999,-1,-1,-3,-1,1,1260
107,33,1,30,5,-1,99999,-1,-1,-3,-1,1,1260
108,33,1,15,2,-1,99999,-1,-1,-3,-1,1,1260
109,33,1,440,9,-1,99999,-1,-1,-3,-1,1,1260
110,34,1,7,6,-1,99999,-1,-1,-3,-1,1,1260
111,34,1,352,8,-1,99999,-1,-1,-3,-1,1,1260
112,34,1,64,7,-1,99999,-1,-1,-3,-1,1,1260
113,34,1,6,6,-1,99999,-1,-1,-3,-1,1,1260
114,34,1,10,3,-1,99999,-1,-1,-3,-1,1,1260
115,34,1,73,4,-1,99999,-1,-1,-3,-1,1,1260
116,34,1,181,5,-1,99999,-1,-1,-3,-1,1,1260
117,34,1,4,5,-1,99999,-1,-1,-3,-1,1,1260
118,34,1,46,5,-1,99999,-1,-1,-3,-1,1,1260
119,35,1,104,10,-1,99999,-1,-1,-3,-1,1,1260
120,35,1,14,11,-1,99999,-1,-1,-3,-1,1,1260
121,35,1,19,8,-1,99999,-1,-1,-3,-1,1,1260
122,35,1,24,9,-1,99999,-1,-1,-3,-1,1,1260
123,35,1,17,6,-1,99999,-1,-1,-3,-1,1,1260
124,36,1,193,8,-1,99999,-1,-1,-3,-1,1,1440
125,36,1,4,10,-1,99999,-1,-1,-3,-1,1,1440
126,37,1,9,7,-1,99999,-1,-1,-3,-1,1,1500
127,37,1,64,4,-1,99999,-1,-1,-3,-1,1,1500
128,37,1,362,2,-1,99999,-1,-1,-3,-1,1,1500
129,37,1,0,9,-1,99999,-1,-1,-3,-1,1,1500
130,38,1,39,2,-1,99999,-1,-1,-3,-1,1,1560
131,38,1,31,9,-1,99999,-1,-1,-3,-1,1,1560
132,38,1,4,8,-1,99999,-1,-1,-3,-1,1,1560
133,38,1,20,8,-1,99999,-1,-1,-3,-1,1,1560
134,38,1,124,8,-1,99999,-1,-1,-3,-1,1,1560
135,38,1,352,6,-1,99999,-1,-1,-3,-1,1,1560
136,38,1,28,7,-1,99999,-1,-1,-3,-1,1,1560
137,38,1,0,7,-1,99999,-1,-1,-3,-1,1,1560
138,38,1,13,3,-1,99999,-1,-1,-3,-1,1,1560
139,39,1,37,8,-1,99999,-1,-1,-3,-1,1,1560
140,40,1,46,6,-1,99999,-1,-1,-3,-1,1,1620
141,41,1,3,4,-1,99999,-1,-1,-3,-1,1,1620
142,42,1,129,6,-1,99999,-1,-1,-3,-1,1,1740
143,42,1,8,10,-1,99999,-1,-1,-3,-1,1,1740
144,43,1,8,8,-1,99999,-1,-1,-3,-1,1,1740
145,43,1,2,5,-1,99999,-1,-1,-3,-1,1,1740
146,44,1,0,10,-1,99999,-1,-1,-3,-1,1,1920
147,45,1,8,7,-1,99999,-1,-1,-3,-1,1,1920
148,45,1,123,5,-1,99999,-1,-1,-3,-1,1,1920
149,45,1,133,9,-1,99999,-1,-1,-3,-1,1,1920
150,45,1,98,4,-1,99999,-1,-1,-3,-1,1,1920
151,45,1,83,5,-1,99999,-1,-1,-3,-1,1,1920
152,45,1,1,3,-1,99999,-1,-1,-3,-1,1,1920
153,45,1,34,4,-1,99999,-1,-1,-3,-1,1,1920
154,45,1,151,5,-1,99999,-1,-1,-3,-1,1,1920
155,45,1,43,9,-1,99999,-1,-1,-3,-1,1,1920
156,45,1,20,5,-1,99999,-1,-1,-3,-1,1,1920
157,45,1,49,2,-1,99999,-1,-1,-3,-1,1,1920
158,46,1,7,8,-1,99999,-1,-1,-3,-1,1,1980
159,46,1,353,9,-1,99999,-1,-1,-3,-1,1,1980
160,46,1,300,6,-1,99999,-1,-1,-3,-1,1,1980
161,47,1,193,7,-1,99999,-1,-1,-3,-1,1,2040
162,47,1,41,6,-1,99999,-1,-1,-3,-1,1,2040
163,47,1,312,8,-1,99999,-1,-1,-3,-1,1,2040
164,47,1,7,10,-1,99999,-1,-1,-3,-1,1,2040
165,47,1,25,10,-1,99999,-1,-1,-3,-1,1,2040
166,47,1,280,7,-1,99999,-1,-1,-3,-1,1,2040
167,47,1,148,6,-1,99999,-1,-1,-3,-1,1,2040
168,47,1,38,2,-1,99999,-1,-1,-3,-1,1,2040
169,47,1,1,8,-1,99999,-1,-1,-3,-1,1,2040
170,47,1,13,8,-1,99999,-1,-1,-3,-1,1,2040
171,48,1,4,3,-1,99999,-1,-1,-3,-1,1,2160
172,49,1,14,11,-1,99999,-1,-1,-3,-1,1,2280
173,49,1,103,6,-1,99999,-1,-1,-3,-1,1,2280
174,49,1,17,4,-1,99999,-1,-1,-3,-1,1,2280
175,50,1,203,8,-1,99999,-1,-1,-3,-1,1,2400
176,50,1,12,4,-1,99999,-1,-1,-3,-1,1,2400
177,50,1,113,7,-1,99999,-1,-1,-3,-1,1,2400
178,50,1,13,9,-1,99999,-1,-1,-3,-1,1,2400
179,50,1,110,2,-1,99999,-1,-1,-3,-1,1,2400
180,51,1,31,10,-1,99999,-1,-1,-3,-1,1,2400
181,51,1,122,6,-1,99999,-1,-1,-3,-1,1,2400
182,51,1,98,4,-1,99999,-1,-1,-3,-1,1,2400
183,51,1,44,4,-1,99999,-1,-1,-3,-1,1,2400
184,51,1,149,2,-1,99999,-1,-1,-3,-1,1,2400
185,51,1,55,4,-1,99999,-1,-1,-3,-1,1,2400
186,51,1,6,11,-1,99999,-1,-1,-3,-1,1,2400
187,52,1,11,10,-1,99999,-1,-1,-3,-1,1,2520
188,52,1,44,7,-1,99999,-1,-1,-3,-1,1,2520
189,52,1,1,3,-1,99999,-1,-1,-3,-1,1,2520
190,52,1,40,5,-1,99999,-1,-1,-3,-1,1,2520
191,52,1,8,6,-1,99999,-1,-1,-3,-1,1,2520
192,52,1,122,4,-1,99999,-1,-1,-3,-1,1,2520
193,53,1,16,10,-1,99999,-1,-1,-3,-1,1,2700
194,54,1,32,9,-1,99999,-1,-1,-3,-1,1,2760
195,54,1,367,8,-1,99999,-1,-1,-3,-1,1,2760
196,55,1,110,7,-1,99999,-1,-1,-3,-1,1,2880
197,55,1,17,8,-1,99999,-1,-1,-3,-1,1,2880
198,55,1,5,10,-1,99999,-1,-1,-3,-1,1,2880
199,55,1,231,11,-1,99999,-1,-1,-3,-1,1,2880
200,56,1,27,10,-1,99999,-1,-1,-3,-1,1,2880
201,56,1,31,11,-1,99999,-1,-1,-3,-1,1,2880
202,56,1,36,2,-1,99999,-1,-1,-3,-1,1,2880
203,57,1,0,3,-1,99999,-1,-1,-3,-1,1,2940
204,57,1,192,4,-1,99999,-1,-1,-3,-1,1,2940
205,57,1,29,2,-1,99999,-1,-1,-3,-1,1,2940
206,58,1,41,4,-1,99999,-1,-1,-3,-1,1,2940
207,58,1,163,4,-1,99999,-1,-1,-3,-1,1,2940
208,58,1,30,8,-1,99999,-1,-1,-3,-1,1,2940
209,58,1,232,6,-1,99999,-1,-1,-3,-1,1,2940
210,58,1,369,5,-1,99999,-1,-1,-3,-1,1,2940
211,58,1,23,8,-1,99999,-1,-1,-3,-1,1,2940
212,59,1,107,4,-1,99999,-1,-1,-3,-1,1,3000
213,59,1,50,2,-1,99999,-1,-1,-3,-1,1,3000
214,59,1,22,6,-1,99999,-1,-1,-3,-1,1,3000
215,59,1,167,5,-1,99999,-1,-1,-3,-1,1,3000
216,59,1,187,1,-1,99999,-1,-1,-3,-1,1,3000
217,60,1,109,3,-1,99999,-1,-1,-3,-1,1,3060
218,60,1,31,6,-1,99999,-1,-1,-3,-1,1,3060
219,61,1,60,2,-1,99999,-1,-1,-3,-1,1,3060
220,61,1,123,8,-1,99999,-1,-1,-3,-1,1,3060
221,61,1,9,8,-1,99999,-1,-1,-3,-1,1,3060
222,61,1,3,9,-1,99999,-1,-1,-3,-1,1,3060
223,62,1,348,4,-1,99999,-1,-1,-3,-1,1,3180
224,63,1,8,8,-1,99999,-1,-1,-3,-1,1,3180
225,63,1,1,6,-1,99999,-1,-1,-3,-1,1,3180
226,64,1,35,4,-1,99999,-1,-1,-3,-1,1,3240
227,64,1,14,10,-1,99999,-1,-1,-3,-1,1,3240
228,65,1,9,4,-1,99999,-1,-1,-3,-1,1,3240
229,65,1,44,3,-1,99999,-1,-1,-3,-1,1,3240
230,65,1,86,3,-1,99999,-1,-1,-3,-1,1,3240
231,66,1,25,10,-1,99999,-1,-1,-3,-1,1,3240
232,67,1,89,8,-1,99999,-1,-1,-3,-1,1,3300
233,67,1,13,12,-1,99999,-1,-1,-3,-1,1,3300
234,67,1,62,6,-1,99999,-1,-1,-3,-1,1,3300
235,68,1,347,5,-1,99999,-1,-1,-3,-1,1,3360
236,68,1,0,8,-1,99999,-1,-1,-3,-1,1,3360
237,68,1,18,4,-1,99999,-1,-1,-3,-1,1,3360
238,68,1,282,10,-1,99999,-1,-1,-3,-1,1,3360
239,69,1,10,10,-1,99999,-1,-1,-3,-1,1,3360
240,69,1,72,7,-1,99999,-1,-1,-3,-1,1,3360
241,69,1,19,8,-1,99999,-1,-1,-3,-1,1,3360
242,69,1,202,6,-1,99999,-1,-1,-3,-1,1,3360
243,69,1,45,10,-1,99999,-1,-1,-3,-1,1,3360
244,69,1,138,10,-1,99999,-1,-1,-3,-1,1,3360
245,69,1,5,10,-1,99999,-1,-1,-3,-1,1,3360
246,69,1,0,8,-1,99999,-1,-1,-3,-1,1,3360
247,70,1,42,9,-1,99999,-1,-1,-3,-1,1,3360
248,71,1,1,4,-1,99999,-1,-1,-3,-1,1,3360
249,71,1,64,3,-1,99999,-1,-1,-3,-1,1,3360
250,71,1,280,7,-1,99999,-1,-1,-3,-1,1,3360
251,72,1,4,7,-1,99999,-1,-1,-3,-1,1,3420
252,72,1,3,2,-1,99999,-1,-1,-3,-1,1,3420
253,72,1,1,4,-1,99999,-1,-1,-3,-1,1,3420
254,72,1,59,8,-1,99999,-1,-1,-3,-1,1,3420
255,72,1,11,5,-1,99999,-1,-1,-3,-1,1,3420
256,72,1,28,9,-1,99999,-1,-1,-3,-1,1,3420
257,72,1,48,8,-1,99999,-1,-1,-3,-1,1,3420
258,72,1,38,7,-1,99999,-1,-1,-3,-1,1,3420
259,73,1,81,6,-1,99999,-1,-1,-3,-1,1,3420
260,73,1,380,2,-1,99999,-1,-1,-3,-1,1,3420
261,73,1,69,5,-1,99999,-1,-1,-3,-1,1,3420
262,73,1,88,4,-1,99999,-1,-1,-3,-1,1,3420
263,74,1,5,8,-1,99999,-1,-1,-3,-1,1,3420
264,74,1,11,8,-1,99999,-1,-1,-3,-1,1,3420
265,74,1,17,5,-1,99999,-1,-1,-3,-1,1,3420
266,75,1,180,12,-1,99999,-1,-1,-3,-1,1,3420
267,75,1,5,8,-1,99999,-1,-1,-3,-1,1,3420
268,76,1,46,5,-1,99999,-1,-1,-3,-1,1,3420
269,76,1,3,4,-1,99999,-1,-1,-3,-1,1,3420
270,76,1,142,8,-1,99999,-1,-1,-3,-1,1,3420
271,77,1,1,8,-1,99999,-1,-1,-3,-1,1,3480
272,77,1,65,7,-1,99999,-1,-1,-3,-1,1,3480
273,77,1,44,4,-1,99999,-1,-1,-3,-1,1,3480
274,77,1,54,5,-1,99999,-1,-1,-3,-1,1,3480
275,77,1,175,5,-1,99999,-1,-1,-3,-1,1,3480
276,77,1,4,9,-1,99999,-1,-1,-3,-1,1,3480
277,78,1,22,2,-1,99999,-1,-1,-3,-1,1,3480
278,78,1,48,4,-1,99999,-1,-1,-3,-1,1,3480
279,78,1,295,3,-1,99999,-1,-1,-3,-1,1,3480
280,78,1,191,6,-1,99999,-1,-1,-3,-1,1,3480
281,78,1,7,9,-1,99999,-1,-1,-3,-1,1,3480
282,78,1,39,3,-1,99999,-1,-1,-3,-1,1,3480
283,78,1,9,8,-1,99999,-1,-1,-3,-1,1,3480
284,79,1,15,10,-1,99999,-1,-1,-3,-1,1,3540
285,79,1,287,6,-1,99999,-1,-1,-3,-1,1,3540
286,80,1,115,6,-1,99999,-1,-1,-3,-1,1,3660
287,80,1,111,5,-1,99999,-1,-1,-3,-1,1,3660
288,80,1,1,4,-1,99999,-1,-1,-3,-1,1,3660
289,81,1,15,6,-1,99999,-1,-1,-3,-1,1,3600
290,81,1,108,8,-1,99999,-1,-1,-3,-1,1,3600
291,81,1,16,8,-1,99999,-1,-1,-3,-1,1,3600
292,81,1,17,1,-1,99999,-1,-1,-3,-1,1,3600
293,82,1,49,3,-1,99999,-1,-1,-3,-1,1,3600
294,82,1,85,8,-1,99999,-1,-1,-3,-1,1,3600
295,82,1,23,9,-1,99999,-1,-1,-3,-1,1,3600
296,82,1,30,6,-1,99999,-1,-1,-3,-1,1,3600
297,83,1,23,6,-1,99999,-1,-1,-3,-1,1,3720
298,84,1,25,3,-1,99999,-1,-1,-3,-1,1,3720
299,85,1,15,5,-1,99999,-1,-1,-3,-1,1,3780
300,85,1,453,3,-1,99999,-1,-1,-3,-1,1,3780
301,86,1,44,4,-1,99999,-1,-1,-3,-1,1,3780
302,86,1,1,2,-1,99999,-1,-1,-3,-1,1,3780
303,86,1,23,8,-1,99999,-1,-1,-3,-1,1,3780
304,86,1,407,6,-1,99999,-1,-1,-3,-1,1,3780
305,86,1,326,4,-1,99999,-1,-1,-3,-1,1,3780
306,86,1,7,8,-1,99999,-1,-1,-3,-1,1,3780
307,86,1,157,6,-1,99999,-1,-1,-3,-1,1,3780
308,86,1,3,2,-1,99999,-1,-1,-3,-1,1,3780
309,86,1,29,11,-1,99999,-1,-1,-3,-1,1,3780
310,86,1,12,10,-1,99999,-1,-1,-3,-1,1,3780
311,86,1,267,6,-1,99999,-1,-1,-3,-1,1,3780
312,86,1,30,5,-1,99999,-1,-1,-3,-1,1,3780
313,87,1,17,8,-1,99999,-1,-1,-3,-1,1,3840
314,87,1,225,6,-1,99999,-1,-1,-3,-1,1,3840
315,87,1,227,4,-1,99999,-1,-1,-3,-1,1,3840
316,87,1,141,6,-1,99999,-1,-1,-3,-1,1,3840
317,87,1,33,12,-1,99999,-1,-1,-3,-1,1,3840
318,87,1,0,9,-1,99999,-1,-1,-3,-1,1,3840
319,87,1,140,7,-1,99999,-1,-1,-3,-1,1,3840
320,87,1,92,8,-1,99999,-1,-1,-3,-1,1,3840
321,87,1,19,2,-1,99999,-1,-1,-3,-1,1,3840
322,87,1,5,8,-1,99999,-1,-1,-3,-1,1,3840
323,88,1,33,6,-1,99999,-1,-1,-3,-1,1,3840
324,89,1,5,4,-1,99999,-1,-1,-3,-1,1,3900
325,89,1,126,10,-1,99999,-1,-1,-3,-1,1,3900
326,89,1,11,4,-1,99999,-1,-1,-3,-1,1,3900
327,89,1,20,4,-1,99999,-1,-1,-3,-1,1,3900
328,90,1,379,4,-1,99999,-1,-1,-3,-1,1,3960
329,91,1,29,8,-1,99999,-1,-1,-3,-1,1,3960
330,91,1,33,6,-1,99999,-1,-1,-3,-1,1,3960
331,92,1,72,1,-1,99999,-1,-1,-3,-1,1,3960
332,92,1,30,2,-1,99999,-1,-1,-3,-1,1,3960
333,93,1,9,6,-1,99999,-1,-1,-3,-1,1,4020
334,93,1,77,4,-1,99999,-1,-1,-3,-1,1,4020
335,93,1,72,5,-1,99999,-1,-1,-3,-1,1,4020
336,94,1,197,8,-1,99999,-1,-1,-3,-1,1,4020
337,94,1,1,6,-1,99999,-1,-1,-3,-1,1,4020
338,95,1,188,11,-1,99999,-1,-1,-3,-1,1,4140
339,95,1,23,8,-1,99999,-1,-1,-3,-1,1,4140
340,95,1,60,2,-1,99999,-1,-1,-3,-1,1,4140
341,95,1,134,9,-1,99999,-1,-1,-3,-1,1,4140
342,96,1,69,10,-1,99999,-1,-1,-3,-1,1,4140
343,97,1,102,8,-1,99999,-1,-1,-3,-1,1,4200
344,97,1,101,10,-1,99999,-1,-1,-3,-1,1,4200
345,97,1,14,6,-1,99999,-1,-1,-3,-1,1,4200
346,97,1,27,3,-1,99999,-1,-1,-3,-1,1,4200
347,97,1,324,4,-1,99999,-1,-1,-3,-1,1,4200
348,97,1,5,10,-1,99999,-1,-1,-3,-1,1,4200
349,97,1,9,12,-1,99999,-1,-1,-3,-1,1,4200
350,97,1,18,9,-1,99999,-1,-1,-3,-1,1,4200
351,98,1,25,4,-1,99999,-1,-1,-3,-1,1,4200
352,98,1,58,11,-1,99999,-1,-1,-3,-1,1,4200
353,98,1,22,6,-1,99999,-1,-1,-3,-1,1,4200
354,98,1,36,8,-1,99999,-1,-1,-3,-1,1,4200
355,98,1,11,5,-1,99999,-1,-1,-3,-1,1,4200
356,98,1,321,2,-1,99999,-1,-1,-3,-1,1,4200
357,99,1,188,6,-1,99999,-1,-1,-3,-1,1,4380
358,99,1,1,5,-1,99999,-1,-1,-3,-1,1,4380
359,99,1,3,8,-1,99999,-1,-1,-3,-1,1,4380
360,100,1,18,10,-1,99999,-1,-1,-3,-1,1,4440
361,100,1,99,8,-1,99999,-1,-1,-3,-1,1,4440
362,101,1,48,6,-1,99999,-1,-1,-3,-1,1,4500
363,101,1,91,8,-1,99999,-1,-1,-3,-1,1,4500
364,101,1,12,12,-1,99999,-1,-1,-3,-1,1,4500
365,102,1,155,4,-1,99999,-1,-1,-3,-1,1,4500
366,102,1,66,7,-1,99999,-1,-1,-3,-1,1,4500
367,102,1,28,8,-1,99999,-1,-1,-3,-1,1,4500
368,102,1,100,12,-1,99999,-1,-1,-3,-1,1,4500
369,102,1,0,8,-1,99999,-1,-1,-3,-1,1,4500
370,102,1,56,12,-1,99999,-1,-1,-3,-1,1,4500
371,102,1,140,3,-1,99999,-1,-1,-3,-1,1,4500
372,103,1,197,5,-1,99999,-1,-1,-3,-1,1,4500
373,103,1,10,7,-1,99999,-1,-1,-3,-1,1,4500
374,104,1,9,6,-1,99999,-1,-1,-3,-1,1,4500
375,105,1,180,8,-1,99999,-1,-1,-3,-1,1,4560
376,105,1,130,12,-1,99999,-1,-1,-3,-1,1,4560
377,105,1,2,1,-1,99999,-1,-1,-3,-1,1,4560
378,105,1,151,8,-1,99999,-1,-1,-3,-1,1,4560
379,105,1,6,6,-1,99999,-1,-1,-3,-1,1,4560
380,106,1,324,2,-1,99999,-1,-1,-3,-1,1,4560
381,106,1,1,2,-1,99999,-1,-1,-3,-1,1,4560
382,106,1,334,5,-1,99999,-1,-1,-3,-1,1,4560
383,106,1,31,7,-1,99999,-1,-1,-3,-1,1,4560
384,106,1,10,4,-1,99999,-1,-1,-3,-1,1,4560
385,106,1,3,10,-1,99999,-1,-1,-3,-1,1,4560
386,106,1,14,8,-1,99999,-1,-1,-3,-1,1,4560
387,106,1,100,5,-1,99999,-1,-1,-3,-1,1,4560
388,106,1,95,4,-1,99999,-1,-1,-3,-1,1,4560
389,106,1,141,5,-1,99999,-1,-1,-3,-1,1,4560
390,107,1,15,2,-1,99999,-1,-1,-3,-1,1,4620
391,107,1,21,4,-1,99999,-1,-1,-3,-1,1,4620
392,107,1,25,8,-1,99999,-1,-1,-3,-1,1,4620
393,107,1,141,4,-1,99999,-1,-1,-3,-1,1,4620
394,107,1,24,8,-1,99999,-1,-1,-3,-1,1,4620
395,107,1,8,12,-1,99999,-1,-1,-3,-1,1,4620
396,107,1,1,5,-1,99999,-1,-1,-3,-1,1,4620
397,107,1,164,9,-1,99999,-1,-1,-3,-1,1,4620
398,108,1,70,3,-1,99999,-1,-1,-3,-1,1,4680
399,108,1,187,4,-1,99999,-1,-1,-3,-1,1,4680
400,108,1,110,12,-1,99999,-1,-1,-3,-1,1,4680
401,109,1,186,2,-1,99999,-1,-1,-3,-1,1,4680
402,109,1,3,9,-1,99999,-1,-1,-3,-1,1,4680
403,109,1,61,9,-1,99999,-1,-1,-3,-1,1,4680
404,109,1,8,7,-1,99999,-1,-1,-3,-1,1,4680
405,109,1,77,4,-1,99999,-1,-1,-3,-1,1,4680
406,109,1,12,5,-1,99999,-1,-1,-3,-1,1,4680
407,110,1,33,11,-1,99999,-1,-1,-3,-1,1,4740
408,110,1,72,3,-1,99999,-1,-1,-3,-1,1,4740
409,110,1,1,2,-1,99999,-1,-1,-3,-1,1,4740
410,110,1,154,2,-1,99999,-1,-1,-3,-1,1,4740
411,110,1,9,11,-1,99999,-1,-1,-3,-1,1,4740
412,110,1,16,6,-1,99999,-1,-1,-3,-1,1,4740
413,110,1,26,7,-1,99999,-1,-1,-3,-1,1,4740
414,110,1,28,5,-1,99999,-1,-1,-3,-1,1,4740
415,111,1,8,10,-1,99999,-1,-1,-3,-1,1,4740
416,111,1,11,8,-1,99999,-1,-1,-3,-1,1,4740
417,111,1,7,11,-1,99999,-1,-1,-3,-1,1,4740
418,112,1,34,4,-1,99999,-1,-1,-3,-1,1,4800
419,112,1,11,3,-1,99999,-1,-1,-3,-1,1,4800
420,113,1,362,7,-1,99999,-1,-1,-3,-1,1,4800
421,114,1,40,10,-1,99999,-1,-1,-3,-1,1,4860
422,114,1,92,11,-1,99999,-1,-1,-3,-1,1,4860
